label,question,answer
0,Qual é o nome da tribo amazônica na série de desenhos animados Inami,os belacaibos.
0,As cidades costeiras do Brasil e os hinterlands foram orientados principalmente para qual país,Portugal
0,em que país foi o primeiro episódio de fuga da Ilha Scorpion,Brasil
0,Em que o bairro do Rio de Janeiro o cartunista Jaguar viveu,Ipanema
0,onde está o aquífero guarani localizada no mundo,Argentina
0,Qual é a cidade mais populosa do Amazonas?,Manaus.
0,O TICUNA é um povo indígena em que país,Brasil
0,que tipo de terra é Brasil sem o rio voando,deserto
0,Quanto o Brasil pagou a Bolívia para a terra amazônica?,dois milhões de libras esterlinas
0,Qual é o nome da corrente que flui para o sul ao longo da costa sul do Brasil,O Brasil atual
0,O rio Cotingo no Brasil é um afluente de qual rio,Rio Surumu
0,Quando a placa brasileira e do rio chegou a Southampton?,6 de abril
0,Qual é o nome do movimento do vapor de água através da floresta amazônica,Rio voador
0,Quantos trens expressos estarão no Brasil até 2024,28
0,Qual é o nome do pesquisador brasileiro que está lutando contra o vírus Zika,Adriano Schneider.
0,Quando a doença de Lyme se tornou uma doença no Brasil?,1992
0,Quando foi o complexo central da conservação da Amazônia declarou um Patrimônio Mundial,2000
0,Quem ganhou 3ª temporada de Dolos Brasil,Rafael Barreto.
0,Onde as abelhas de purpurata de eufriesea vêm de,Brasil
0,Quantas ilhas de longitude existem no Brasil?,28
1,Os ERGs são encontrados na costa nordeste de qual país,Brasil
0,Quem gerencia a Floresta Nacional de Lorena no Brasil,ICMBIO.
0,onde é através do arco da floresta tropical filmado,Brasil
0,Quem foi a rainha amazônica que lutou contra os trojans,Penthesilea.
0,Quantos estratos de vegetação há na floresta húmida caatinga,Quatro.
0,Onde Rigo Tovar se apresentou em Monterrey?,Rio de Santa Catarina
0,Qual é o cenário para Network Cartoon Amazone Waterpark,floresta amazônica
0,Qual é a maior corporação energética no Brasil?,Petrobras
0,Qual foi o nome da região da costa leste do Brasil,Nordeste.
0,quanto das florestas restantes do planeta é a floresta amazônica,mais da metade
0,Morro do diabo é o ponto mais alto de qual floresta,Mata Atlântica
0,Quantas espécies de primatas existem no Brasil?,77
0,A economia da Amazonas já foi dependente de qual produto,borracha
0,A termo doença brasileira refere-se à desvalorização de que cultura,soja
0,Qual é a principal causa de mudanças na composição e processos da Amazônia,desmatamento
0,Quando o gado levantou se expandir para áreas menos adequadas do Pantanal,século 20
0,Onde estão as corridas de aventura mundial realizada no Brasil?,o pantanal
0,Bananal Island é em que país sul-americano,Brasil
0,quão longe é Saquarema Beach do Rio de Janeiro,73 km.
0,O estádio ribeirinho em Londres é o lar de qual time de futebol olímpico,Brasil
0,O que corre para o norte e sul através de Santa Catarina,SERRA GERAL
0,Quando começa a chover na floresta amazônica,julho
0,que doença a tripulação brasileira ficou doente durante a Primeira Guerra Mundial,gripe espanhola
0,Próxima temporada do modelo de topo do Brasil Quanto tem giovahnna ganhou,7 centímetros
0,a floresta amazônica está à beira de se transformar em que tipo de ambiente,deserto
0,onde está o centro de treinamento de confederação de futebol brasileiro localizado,Teresópolis.
0,Qual porcentagem dos peruanos são amazônicas?,"0,30%"
0,Quantos grupos de pesquisa estão na Universidade Federal da Amazonas,645
0,Qual é o nome do recinto de pé no zoológico de Blackpool,Amazônia
0,Qual é o maior aquífero conhecido do mundo?,O aquífero guarani.
0,qual país sul-americano tem o maior número de aves de pastagem,Brasil
0,Quando o Brasil se tornará o primeiro país de energia limpa do mundo,2020
1,a baía de Todos os Santos está perto de qual cidade no Brasil,Salvador
0,Em que país era o músico baseado em Seattle Powell.Barnett Born.,"Brasil, Indiana"
0,Que evidência apoia a teoria da especiação da floresta tropical amazônica,Evidência genética
0,onde está a floresta nublada localizada em Abancay,a bacia amazônica
0,Onde o Rio de Janeiro está na poluição do ar,12º
0,quão longe da costa brasileira foi o projeto de petróleo Frade,370 km.
0,O caracol do mar Dardanus venosus é nativo para o qual país sul-americano,Brasil
0,Qual é o nome do macaco em extinção na floresta amazônica,O pied Tamarin.
0,Qual é a segunda montanha mais alta do Brasil?,Pico 31 de Março
0,Qual é o símbolo do departamento de Amazonas?,O indiano
0,O rio Gurupi no Brasil é o lar de,Floresta de Broadleaf Moist Tropical
0,"Onde está o cabo do Oceano Atlântico Sul, conectando Brasil e Luanda",Fortaleza.
0,De onde vive o macaco de aranha bochechudo branco?,Brasil
0,Barcelos é a capital de qual região da América do Sul,Amazonas.
0,Quando foi encontrada a floresta tropical encontrada no Brasil,18 de janeiro de 2007.
0,Onde o clima do Brasil varia de,Norte tropical
0,Onde os estlaways exilados vão em Survivor Tocantins,Exile Island.
0,Quando a primeira sinagoga judaica da Amazon se abriu no Brasil?,1824
0,Quem fez animais super peludos bater em jogar legal,Brasil
0,Playa Girón Beach é em qual rio,Bahia de Cochinos.
0,que tipo de clima são uvas cultivadas em Santa Catarina,temperado
0,qual clube fez chelsea sinal brasileiro de volta Wallace de,Fluminense.
0,Qual arquiteto brasileiro de paisagem chamou o jardim mais extraordinário de Huntington,Roberto Burle Marx.
0,Onde a banda seaweed brincou em 2009,Brasil
0,Que tipo de areia é encontrada no aquífero guarani,quartzo
0,Quem é o editor da Wonder Woman Amazonia,DC Comics
0,Onde está Loreto localizado no mundo,Floresta amazônica
0,Onde o Brasil treina para a Copa do Mundo?,Granja Comary.
0,Onde os gatos de Pantanal vivem no mundo?,América do Sul
0,Quantas tribos indígenas foram destruídas no Brasil,Mais de oitenta e oitenta anos
0,Quais são os estados vizinhos da Amazonas e do Pará?,Mato Grosso.
0,Onde o Cinta Largo vive,a floresta ocidental da Amazônia do Brasil
0,Qual é o grupo irmão de cerradomys?,Nectomys.
0,onde foi o zoológico de são Paulo originalmente construído,Mata Atlântica
0,Qual é o nome do primeiro satélite lançado pela Amazonas?,Amazonas 1.
2,Qual é a praia mais longa do Brasil de acordo com o mundo,Praia do Cassino.
0,onde é o médico no olho da floresta,Brasil
0,Quando a próxima segunda temporada do modelo do Brasil,10 de setembro de 2009
0,O Parque Nacional Canaima é resultado de qual tratado,O Tratado de Cooperação Amazônica
0,Qual cidade é o segundo maior recinto no norte do Brasil,Amazonas.
0,As cidades costeiras e hinterlands do Brasil foram principalmente orientadas para qual país,Portugal
0,A ponte do rio Takutu conecta a Guiana a que outro país,Brasil
0,Qual empresa de energia brasileira possui uma participação controladora no transpeção,Petrobras
0,que anunciou em 2011 que eles lançariam conjuntamente o cabo submarino com os cabos de Angola,Telebras brasileiras.
0,Qual país ganhou o Campeonato Mundial de Handbol 2014 Beach,Brasil
0,Que estado foi o Brasil anexado pela Bolívia na Guerra do Pacífico,Amazonas.
0,Quando foi identificado a doença de Mayaro primeiro no Brasil,1991
0,Por que o mercúrio é importado para a Amazônia?,aumento de preço
0,Onde estão os ativistas mais ambientais mortos no mundo,Brasil
1,Quanto tempo é o litoral do Brasil em quilômetros,7.491 km.
0,onde está a embarcação de pesquisa alfa crucis localizada,Brasil
0,Onde é que o músico Wren nativo da América do Sul,a floresta amazônica
0,em que país é a Comissão Técnica Nacional de Biossegurança responsável pela avaliação da segurança ambiental e alimentar,Brasil
0,Qual é o nome da baía em que Puerto Barrios está situado,Bahia de Amatique
0,Quem faz o revólver Rossi 971,Rossi empresa de arma de fogo do Brasil
0,Em qual ilha é Praia Brava localizada,Ilha de Papai Noel Catarina.
0,Praia do Porto da Barra é a capital de qual país,Brasil
0,Qual é o termo usado para se referir aos idiomas falados pelo povo amazônico,Línguas amazônicas
0,O nome latino Noronhomys é derivado de qual explorador,Fernando de Noronha
0,Qual é a universidade mais antiga do Brasil?,Universidade Federal do Amazonas
0,Quando foi a primeira barragem hidrelétrica construída no Brasil,1975
0,qual país sul-americano tem as espécies mais conhecidas de plantas (55.000),Brasil
0,Quando foi maravilha mulher a cômica da Amazônia feita,1997
0,Qual bioma é a ilha de tamoios parte de,Bioma da Mata Atlântica.
0,Que tipo de vegetação é encontrada em Roraima,floresta tropical
0,Qual é o nome do apresentador de TeleMEZONAS?,Jorge Ortiz.
0,Quantas usinas hidrelétricas operam no Brasil,oito
0,Onde Hercules iria depois que ele libertou Amazônia?,Ilha do Paraíso
0,"Qual é o nome da região brasileira que inclui Palmas, Tacant",cerrado
0,quão longe roubou a moto da floresta amazônica,1.200 km.
0,O monjolo é uma máquina hidráulica utilizada no processamento de grãos em que país,Brasil
0,Qual é a massa de gema no Brasil?,3.075 grãos
0,Qual foi o nome do cruzador brasileiro afundado pelo submarino alemão,Bahia.
0,Que país produz mais energia do bagaço,Brasil
0,Quantas assentos de classe empresarial estão na Força Aérea Brasileira,20
0,Quando o primeiro trem descarrilou no Rio de Janeiro?,28 de agosto de 2011.
0,A Colômbia tem a segunda maior biodiversidade do mundo depois do outro país,Brasil
0,Onde o falcão cresce na segunda temporada?,Brasil
1,Onde o mar acaba em Recife Brasil?,oceano Atlântico Sul
0,qual rio no estado de Tocantins faz o bloco de projeto hidrelétrico,Rio Tocantins.
0,Qual é a causa da fragmentação do habitat na floresta amazônica,Desmatamento
0,A Iniciativa Financeira do Programa de Ambiente das Nações Unidas (UNEP FIB) foi criada em 1992 em,Rio de Janeiro
0,Quantas plantas vasculares são encontradas na Mata Atlântica,40 por cento
0,O orinduik cai no Brasil se juntam a qual rio,rio Amazonas
0,Quem dividiu a floresta amazônica no Eocene,o arco purus
0,Quem administra o parque nacional de Pau Brasil,Chico Mendes Institute for Biodiversity Conservation
0,Qual é o nome da floresta tropical no Peru,floresta amazônica
0,Quantas pessoas podem ter vivido na floresta amazônica em 1500,5 milhões
0,onde é o macaco sem escalada árvore encontrada,Floresta amazônica
0,Onde o Brasil recebe a maior parte de seu financiamento para pesquisa e tecnologia,universidades.
0,Quanto tempo leva o Brasil para chegar à chuva,entre um ano
0,Swartzia é um gênero de leguminosa na família Fabaceae.Onde é,Amazônia
0,Qual é o nome da costa do pôr do sol do Ceará,Costa do Sol Poente
0,De onde vive o peixe de sinuca no Brasil?,A bacia do rio Araguaia superior
0,qual grupo ambiental protestou a construção de uma usina nuclear no Brasil em 2008,Paz verde
0,que aprovou o fornecimento de combustível nuclear para o Brasil,Comissão de Energia Atômica dos Estados Unidos
0,Qual é o nome do Deus Amazônia que traz bebês às margens de,Nereidos
0,Quantas estações do próximo modelo do Brasil estão lá,três
0,Fernando de Noronha National Park Marine está localizado em que país,Brasil
0,Onde fica a Cordilheira Serra Geral localizada,sul do Brasil
0,Quem é o pigskeeper feminino amazônico em Lord Esmsworth,Monica Simmons.
1,A região marítima da Bahia irradia de onde,Baía de todos os santos
0,De onde a Palma de Moriche cresce no Brasil?,a vegetação do cerrado
0,Qual corredor ecológico conecta unidades de conservação na floresta amazônica,O Corredor Ecológico da Amazônia Central
2,Leishmania Braziliensis é a causa mais comum de qual doença,leishmaniose.
0,Quantos municípios são cobertos pela reserva da Biosfera da Mata Atlântica,mais de 1.000.
0,Quantos lugares o The Brazil Olympic Rugby Sevens Team têm,15.000.
0,Quem foi capaz de encontrar a floresta amazônica,Calipso.
0,Onde a conferência da ONU sobre o ambiente e o desenvolvimento realizou em 1992,Rio de Janeiro
0,O Rio Grande do Norte é um grande rio em que sul-americano,Brasil
0,Qual é a etnia da filha da mulher maravilha,Amazônia
0,Onde o homem vs monstro acontece,floresta amazônica
0,Quando é a estação seca no Rio de Janeiro,Junho a setembro
0,Qual é o nome do sistema de circulação que produz chuvas no Brasil,Convergência Intertropical.
0,Onde foi o relatório de 1992 do painel intergovernamental sobre mudança climática (ICC),Rio de Janeiro
0,qual região da América do Sul foi adaptada para usar o índice de progresso social,Região da Amazônia do Brasil
0,"De acordo com a vontade de Mona Simpson, o que teria sido destruído pelo",a floresta amazônica
0,qual país sul-americano tem o maior número de aves de pastagem no mundo,Brasil
0,Quantas pessoas são indígenas para o Brasil,817.000.
0,quantos pássaros freira preto fachada existem no Brasil,dois
0,A reserva de Mata do Passarinho é um dos últimos remanescentes de que tipo,Mata Atlântica
0,Quem foi o botânico brasileiro que descobriu novas espécies de palmeiras,Rodrigues
0,onde está a assterina stellifera encontrada na lista de espécies em extinção,Brasil
0,Quando foi a última vez que a floresta amazônica estava seca,2016
0,Qual país tem a maior quantidade de floresta removida anualmente,Brasil
0,Quando foi o conjunto de taxa de emissão de gases de efeito estufa brasileira,2005
0,O rio APA forma a fronteira entre o Brasil e que outro país,Paraguai
0,Quando a temporada de futebol de 2019 terminam no Brasil?,8 de dezembro de 2019
0,Qual é o nome do primeiro filme etnográfico na floresta amazônica,A festa
0,Paracoccidioides Brasiliensis é o agente causador de qual doença,Paracoccidioidomicose.
0,A Karitiana é um povo indígena do qual país sul-americano,Brasil
1,onde você encontra o tubarão afiado brasileiro,O Oceano Atlântico Ocidental
0,Quantas pessoas no Brasil são indígenas,817.000.
0,O que é usado para tratar o reumatismo nas tribos amazônicas,picadas de incêndio
0,Quantos grupos de pesquisa existem na Universidade Federal da Amazonas,645
0,Qual país declarou seu desmatamento uma emergência nacional,Brasil
0,Qual é o nome do Characid encontrado no rio Tocantins,Stygichthys Typhlops.
0,Quem foi o ex-presidente do Partido Comunista do Brasil,João Amazonas
0,De onde veio as espécies da Hippeastrum?,Brasil
0,Que tipo de mockingbird é nativo do Brasil,Mockingbird tropical
0,Brycon trutas são o quinto peixe mais pego na Amazônia de acordo com um,Ibama.
0,Quem escreveu a Telenovela Pantanal,Benedito Ruy Barbosa.
0,Quando os portugueses conquistam o Brasil na costa do ouro holandês,1630
0,Quem foi o missionário espanhol que alegou ter conhecido nativos amazônicos brancos,GASPAR DE CARVAJAL.
0,Quantas espécies de angiosperm estão na lista Brasil Flora,"31,156.00"
0,Bahia Jiquilisco Bay em Nicarágua é famosa por aninhar que,hawksbills.
0,Liborio Guarulla é o governador de qual estado,Amazonas.
0,que divide a floresta amazônica em ecorregiões,O fundo do World Wildlife
